organization_name,person_name,end_date,source_url,organization_id,role,start_date
Congress of the People (COPE),Alta van Zyl,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1342,za.org.pa.www/core_organisation/75,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Alusewi Derick Londani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8566,za.org.pa.www/core_organisation/800,Member,
Democratic Alliance (DA),Alvezo Fortuin,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6313,za.org.pa.www/core_organisation/78,Member,
Independent Civic Organisation of South Africa (ICOSA),Alvina Wilhelmina Abrahams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7335,za.org.pa.www/core_organisation/785,Member,
African National Congress (ANC),Alvin Botes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4567,za.org.pa.www/core_organisation/77,Member,
Inkatha Freedom Party (IFP),Alvin Shadrack Madela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7452,za.org.pa.www/core_organisation/82,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Amanda De Lange,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9271,za.org.pa.www/core_organisation/83,Member,
Independent Civic Organisation of South Africa (ICOSA),Amanda Lemmert,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7310,za.org.pa.www/core_organisation/785,Member,
Congress of the People (COPE),Amanda Phindile Violet Mabilisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5886,za.org.pa.www/core_organisation/75,Member,
National Freedom Party (NFP),Amar Prithiraj Rampersad,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7721,za.org.pa.www/core_organisation/792,Member,
Congress of the People (COPE),A Mda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/775,za.org.pa.www/core_organisation/75,Member,
African People's Convention (APC),Amelia Dianne Robson,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5195,za.org.pa.www/core_organisation/76,Member,
Bushbuckridge Residents Association (BRA),Amelia Tshine Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5817,za.org.pa.www/core_organisation/782,Member,
Democratic Alliance (DA),Archibold Mzuvukile Figlan,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/625,za.org.pa.www/core_organisation/78,Member,
National Freedom Party (NFP),Amon Mgwaba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7645,za.org.pa.www/core_organisation/792,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Amor Lesley Van Zyl,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9410,za.org.pa.www/core_organisation/83,Member,
Agang South Africa (AGANG SA),Amos Andries Marumo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3862,za.org.pa.www/core_organisation/780,Member,2014-03
African National Congress (ANC),Amos Fish Mahlalela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4187,za.org.pa.www/core_organisation/77,Member,
NCOP Co-operative Governance and Traditional Affairs,Amos Gerald Matila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1047,za.org.pa.www/core_organisation/199,Member,
NCOP Security and Constitutional Development,Amos Gerald Matila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1047,za.org.pa.www/core_organisation/208,Member,
Ad Hoc Committee on Protection of State Information Bill (NCOP),Amos Gerald Matila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1047,za.org.pa.www/core_organisation/150,Member,
NCOP Petitions and Private Members Legislative Proposals,Amos Gerald Matila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1047,za.org.pa.www/core_organisation/205,Member,
African National Congress (ANC),Amos Gerald Matila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1047,za.org.pa.www/core_organisation/77,Member,
Pan Africanist Movement (PAM),Amos Xakabantu Langaliyakhanya Mlanjeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8379,za.org.pa.www/core_organisation/794,Member,
United Democratic Movement (UDM),Anathi Ludaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9151,za.org.pa.www/core_organisation/74,Member,
Democratic Alliance (DA),Anchen Margaretha Dreyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,za.org.pa.www/core_organisation/78,Member,
AdHoc Committee on 1913 Land Act,Anchen Margaretha Dreyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,za.org.pa.www/core_organisation/153,Member,
Public Works,Anchen Margaretha Dreyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,za.org.pa.www/core_organisation/230,Member,
Ethics and Members' Interest,Anchen Margaretha Dreyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,za.org.pa.www/core_organisation/177,Member,
Pan Africanist Congress of Azania (PAC),Anda Popo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8360,za.org.pa.www/core_organisation/79,Member,
Economic Freedom Fighters (EFF),Andeline Ghafoor,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6763,za.org.pa.www/core_organisation/810,Member,
Congress of the People (COPE),Andile Ngconjana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6049,za.org.pa.www/core_organisation/75,Member,
African People's Convention (APC),Andile Ntakana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4746,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Andile Weah Lungisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4218,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Andiswa Hlulani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5022,za.org.pa.www/core_organisation/76,Member,
African Independent Congress,Andiswa Mangumta,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4076,za.org.pa.www/core_organisation/709,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Andor Margaretha Venter,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9297,za.org.pa.www/core_organisation/83,Member,
Independent Civic Organisation of South Africa (ICOSA),Andreas John Moses,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7333,za.org.pa.www/core_organisation/785,Member,
Democratic Alliance (DA),André Beetge,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6513,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Andre Bothma,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6540,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Andre Francois Bartleman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6452,za.org.pa.www/core_organisation/78,Member,
Home Affairs,André Hurtley Gaum,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633,za.org.pa.www/core_organisation/182,Member,
African National Congress (ANC),André Hurtley Gaum,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633,za.org.pa.www/core_organisation/77,Member,
Joint Committe on Delegated Legislation,André Hurtley Gaum,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633,za.org.pa.www/core_organisation/187,Member,
Rules of the National Assembly,André Hurtley Gaum,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633,za.org.pa.www/core_organisation/235,Member,
African National Congress (ANC),Andrek Lesufi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4417,za.org.pa.www/core_organisation/77,Member,
African Christian Democratic Party (ACDP),Andre Marius Shimane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4051,za.org.pa.www/core_organisation/81,Member,
Economic Freedom Fighters (EFF),André Marlin Timotheus,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6863,za.org.pa.www/core_organisation/810,Member,
Independent Civic Organisation of South Africa (ICOSA),Andre Nolan Jacobs,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7264,za.org.pa.www/core_organisation/785,Member,
Peoples Alliance (PAL),Andre Schaffer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8477,za.org.pa.www/core_organisation/797,Member,
Agang South Africa (AGANG SA),Andrew Arnolds,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5249,za.org.pa.www/core_organisation/780,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Andrew Fourie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9270,za.org.pa.www/core_organisation/83,Member,
African National Congress (ANC),Andrew Frans Madella,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4344,za.org.pa.www/core_organisation/77,Member,
Azanian People's Organisation (AZAPO),Andrew Gomotsegang Mosiane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5791,za.org.pa.www/core_organisation/80,Member,
Democratic Alliance (DA),Andrew Grant Whitfield,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6199,za.org.pa.www/core_organisation/78,Member,
Agang South Africa (AGANG SA),Andrew Ihsaan Gasnolar,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5231,za.org.pa.www/core_organisation/780,Member,
African Christian Democratic Party (ACDP),Andrew Jooste,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4066,za.org.pa.www/core_organisation/81,Member,
Democratic Alliance (DA),Andrew Louw,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6627,za.org.pa.www/core_organisation/78,Member,
Pan Africanist Congress of Azania (PAC),Andrew Malatsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8032,za.org.pa.www/core_organisation/79,Member,
African National Congress (ANC),Andrew Mlangeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,za.org.pa.www/core_organisation/77,Member,
Joint Committee on Ethics and Members' Interests,Andrew Mlangeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,za.org.pa.www/core_organisation/89,Member,
Defence and Military Veterans,Andrew Mlangeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,za.org.pa.www/core_organisation/174,Member,
Ethics and Members' Interest,Andrew Mlangeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,za.org.pa.www/core_organisation/177,Member,
Agang South Africa (AGANG SA),Andrew Rampe Gopolang Dibetso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5385,za.org.pa.www/core_organisation/780,Member,
Azanian People's Organisation (AZAPO),Andrias Mbulaleni Mdluli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5731,za.org.pa.www/core_organisation/80,Member,
Private Members' Legislative Proposals and Special Petitions,Andricus Pieter Van der Westhuizen,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,za.org.pa.www/core_organisation/222,Member,
Labour,Andricus Pieter Van der Westhuizen,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,za.org.pa.www/core_organisation/194,Member,
Democratic Alliance (DA),Andricus Pieter Van der Westhuizen,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Andries Carl Nel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,za.org.pa.www/core_organisation/77,Member,
Pan Africanist Congress of Azania (PAC),Andries Mahapa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8343,za.org.pa.www/core_organisation/79,Member,
African Christian Democratic Party (ACDP),Andries Mogokgo Mathibela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3956,za.org.pa.www/core_organisation/81,Member,
Democratic Alliance (DA),Androe Hendrina Botha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6553,za.org.pa.www/core_organisation/78,Member,
African Christian Democratic Party (ACDP),Andrus Strauss,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4046,za.org.pa.www/core_organisation/81,Member,
Democratic Alliance (DA),Andy George Jordan,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6412,za.org.pa.www/core_organisation/78,Member,
United Democratic Movement (UDM),Anele Jonathan Skoti,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9091,za.org.pa.www/core_organisation/74,Member,
Pan Africanist Congress of Azania (PAC),Anele Ndyibithi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8097,za.org.pa.www/core_organisation/79,Member,
Front Nasionaal/Front National (FN),Anell Mari°Tte Fourie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7244,za.org.pa.www/core_organisation/784,Member,
African National Congress (ANC),Angela Thokozile Didiza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4174,za.org.pa.www/core_organisation/77,Member,
Independent Civic Organisation of South Africa (ICOSA),Angela Valerie Lubbe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7362,za.org.pa.www/core_organisation/785,Member,
Congress of the People (COPE),Angela Shelagh Woodhall,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1343,za.org.pa.www/core_organisation/75,Member,
African National Congress (ANC),Angelina Mmatlou Moeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4456,za.org.pa.www/core_organisation/77,Member,
African National Party (ANP),Angelina Nomathamsanqa Mvalo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4632,za.org.pa.www/core_organisation/779,Member,
African People's Convention (APC),Angeline Dolly Mngoma,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4923,za.org.pa.www/core_organisation/76,Member,
African Christian Democratic Party (ACDP),Angelo Denver Arendse,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3900,za.org.pa.www/core_organisation/81,Member,
Democratic Alliance (DA),Anil Singh,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6369,za.org.pa.www/core_organisation/78,Member,
Congress of the People (COPE),Anita Jeanette Smith,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5961,za.org.pa.www/core_organisation/75,Member,
African National Congress (ANC),A N Luthuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/704,za.org.pa.www/core_organisation/77,Member,
Congress of the People (COPE),Anna De Bruin,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6178,za.org.pa.www/core_organisation/75,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Anna Hendrina Aletta Theron,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9433,za.org.pa.www/core_organisation/83,Member,
