name,pa_url,source_url,org_category,org_classification,popit_id
Ad Hoc Commitee on Commission for Gender Equality (CGE) Forensic Investigation,http://www.pa.org.za/organisation/ad-hoc-commitee-on-commission-for-gender-equality-cge-forensic-investigation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/138,political,Ad Hoc Committees,za.org.pa.www/core_organisation/138
Ad Hoc Committee in Filling of Vacancies in the Electoral Commission,http://www.pa.org.za/organisation/ad-hoc-committee-in-filling-of-vacancies-in-the-electoral-commission/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/139,,Ad Hoc Committees,za.org.pa.www/core_organisation/139
AdHoc Committee on 1913 Land Act,http://www.pa.org.za/organisation/adhoc-committee-on-1913-land-act/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/153,political,Ad Hoc Committees,za.org.pa.www/core_organisation/153
Ad Hoc Committee on Code of Judicial Conduct and Regulations,http://www.pa.org.za/organisation/ad-hoc-committee-on-code-of-judicial-conduct-and-regulations/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/140,political,Ad Hoc Committees,za.org.pa.www/core_organisation/140
Ad Hoc Committee on Code of Judicial Conduct on Disclosure of Interests (NA),http://www.pa.org.za/organisation/ad-hoc-committee-on-code-of-judicial-conduct-on-disclosure-of-interests-na/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/141,,Ad Hoc Committees,za.org.pa.www/core_organisation/141
Ad Hoc Committee on Code of Judicial Conduct on Disclosure of Interests (NCOP),http://www.pa.org.za/organisation/ad-hoc-committee-on-code-of-judicial-conduct-on-disclosure-of-interests-ncop/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/142,,Ad Hoc Committees,za.org.pa.www/core_organisation/142
Ad Hoc Committee on Coordinated Oversight on Service Delivery,http://www.pa.org.za/organisation/ad-hoc-committee-on-coordinated-oversight-on-service-delivery/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/143,political,Ad Hoc Committees,za.org.pa.www/core_organisation/143
Ad Hoc Committee on Criminal Law (Forensic Procedures) Amendment Bill,http://www.pa.org.za/organisation/ad-hoc-committee-on-criminal-law-forensic-procedures-amendment-bill/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/144,,Ad Hoc Committees,za.org.pa.www/core_organisation/144
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),http://www.pa.org.za/organisation/ad-hoc-committee-on-general-intelligence-laws-amendment-bill-na/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/145,political,Ad Hoc Committees,za.org.pa.www/core_organisation/145
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),http://www.pa.org.za/organisation/ad-hoc-committee-on-general-intelligence-laws-amendment-bill-ncop/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/146,political,Ad Hoc Committees,za.org.pa.www/core_organisation/146
Ad Hoc Committee on Green Paper on National Strategic Planning,http://www.pa.org.za/organisation/ad-hoc-committee-on-green-paper-on-national-strategic-planning/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/147,,Ad Hoc Committees,za.org.pa.www/core_organisation/147
Ad Hoc Committee on Nominations of Persons for Appointment as Electoral Commissioner,http://www.pa.org.za/organisation/ad-hoc-committee-on-nominations-of-persons-for-appointment-as-electoral-commissioner/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/148,,Ad Hoc Committees,za.org.pa.www/core_organisation/148
Ad Hoc Committee on Protection of State Information Bill (NA),http://www.pa.org.za/organisation/ad-hoc-committee-on-protection-of-state-information-bill-na/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/149,,Ad Hoc Committees,za.org.pa.www/core_organisation/149
Ad Hoc Committee on Protection of State Information Bill (NCOP),http://www.pa.org.za/organisation/ad-hoc-committee-on-protection-of-state-information-bill-ncop/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/150,political,Ad Hoc Committees,za.org.pa.www/core_organisation/150
Ad Hoc Committee on the Filling of Vacancies in the Commission for Gender Equality,http://www.pa.org.za/organisation/ad-hoc-committee-on-the-filling-of-vacancies-in-the-commission-for-gender-equality/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/151,,Ad Hoc Committees,za.org.pa.www/core_organisation/151
Ad Hoc Committee on President’s Submission in response to Public Protector’s Report,http://www.pa.org.za/organisation/ad-hoc-committee-presidents-submission-response-public-protectors-report/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/778,other,Ad Hoc Committees,za.org.pa.www/core_organisation/778
Ad Hoc Joint Committee to Consider Matters ito Section 12 of National Prosecuting Authority Act (Pikoli),http://www.pa.org.za/organisation/ad-hoc-joint-committee-to-consider-matters-ito-section-12-of-national-prosecuting-authority-act-pikoli/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/152,,Ad Hoc Committees,za.org.pa.www/core_organisation/152
Aesthetics Committee,http://www.pa.org.za/organisation/aesthetics-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/678,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/678
African Peer Review Mechanism (APRM),http://www.pa.org.za/organisation/african-peer-review-mechanism-aprm/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/154,,Ad Hoc Committees,za.org.pa.www/core_organisation/154
Agriculture and Rural Development Committee,http://www.pa.org.za/organisation/agriculture-and-rural-development-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/733,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/733
"Agriculture, Forestry and Fisheries",http://www.pa.org.za/organisation/agriculture-forestry-and-fisheries/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/155,political,National Assembly Committees,za.org.pa.www/core_organisation/155
and Public Works,http://www.pa.org.za/organisation/and-public-works/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/710,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/710
Annual Report of Auditor General,http://www.pa.org.za/organisation/annual-report-of-auditor-general/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/156,,Ad Hoc Committees,za.org.pa.www/core_organisation/156
Appointment of Deputy Public Protector,http://www.pa.org.za/organisation/appointment-of-deputy-public-protector/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/157,,Ad Hoc Committees,za.org.pa.www/core_organisation/157
Appointment of Public Protector,http://www.pa.org.za/organisation/appointment-of-public-protector/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/158,political,Ad Hoc Committees,za.org.pa.www/core_organisation/158
Appointment of the Auditor General,http://www.pa.org.za/organisation/appointment-of-the-auditor-general/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/159,,Ad Hoc Committees,za.org.pa.www/core_organisation/159
Appointments to the Public Service Commission,http://www.pa.org.za/organisation/appointments-to-the-public-service-commission/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/163,,Ad Hoc Committees,za.org.pa.www/core_organisation/163
Appointment to Central Drug Authority Board,http://www.pa.org.za/organisation/appointment-to-central-drug-authority-board/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/160,,Ad Hoc Committees,za.org.pa.www/core_organisation/160
Appointment to the Commission on Gender Equality,http://www.pa.org.za/organisation/appointment-to-the-commission-on-gender-equality/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/161,,Ad Hoc Committees,za.org.pa.www/core_organisation/161
Appointment to the South African Commission on Human Rights,http://www.pa.org.za/organisation/appointment-to-the-south-african-commission-on-human-rights/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/162,,Ad Hoc Committees,za.org.pa.www/core_organisation/162
Arts and Culture,http://www.pa.org.za/organisation/arts-and-culture/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/164,political,National Assembly Committees,za.org.pa.www/core_organisation/164
Arts and Culture Committee,http://www.pa.org.za/organisation/arts-and-culture-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/742,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/742
Basic Education,http://www.pa.org.za/organisation/basic-education/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/165,political,National Assembly Committees,za.org.pa.www/core_organisation/165
Budget Committee,http://www.pa.org.za/organisation/budget-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/693,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/693
Budget Committee on Appropriation,http://www.pa.org.za/organisation/budget-committee-on-appropriation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/166,,Joint Committees,za.org.pa.www/core_organisation/166
Chairpersons’ Forum,http://www.pa.org.za/organisation/chairpersons-forum/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/694,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/694
Comments by Minister Maduna regarding the Auditor-General,http://www.pa.org.za/organisation/comments-by-minister-maduna-regarding-the-auditor-general/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/167,,Ad Hoc Committees,za.org.pa.www/core_organisation/167
