person_name,nature,number,source_url,company_name,report,nominal_value
Molebogeng Christina Dube,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,UG2 Platinum Ltd,Ethics Full Report 2013,R25 000
Molebogeng Christina Dube,,40%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,Grace Namile Service,Ethics Full Report 2013,
Molebogeng Christina Dube,Investment,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,Sanlam,Ethics Full Report 2013,
Molebogeng Christina Dube,,33%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,New Order Investment 144,Ethics Full Report 2013,
Molebogeng Christina Dube,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,Sasol,2011 2012 MI Full List,
Molebogeng Christina Dube,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,UG2 Platinum Ltd,2011 2012 MI Full List,R10 000
Molebogeng Christina Dube,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,UG2 Platinum Ltd,2011 2012 MI Full List,R25 000
Molebogeng Christina Dube,,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,Grace,2011 2012 MI Full List,
Molebogeng Christina Dube,,40%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,Grace Namile Services,2011 2012 MI Full List,
Molebogeng Christina Dube,,33%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,New order Investment 144,2011 2012 MI Full List,
Molebogeng Christina Dube,Investment,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613,Sanlam,2011 2012 MI Full List,
Moleeane Ben Skosana,Units,9000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Stanlib,2010Disclosure,"-R12,000"
Moleeane Ben Skosana,Shares,1800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Old Mutual,2010Disclosure,"R19,800"
Moleeane Ben Skosana,Units,9 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Stanlib,Ethics Full Report 2012,
Moleeane Ben Skosana,Units,9 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Stanlib,Ethics Full Report 2013,
Moleeane Ben Skosana,Preference,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Old Mutual,Ethics Full Report 2013,R700 758.34
Moleeane Ben Skosana,Preference,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Old Mutual,Ethics Full Report 2013,R540 959.41
Moleeane Ben Skosana,Units,9 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Stanlib,2011 2012 MI Full List,+-R12 000
Moleeane Ben Skosana,Shares,1 800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Old Mutual,2011 2012 MI Full List,R19 800
Moleeane Ben Skosana,Committed Investment Plan,4,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Old Mutual,2011 2012 MI Full List,R226 173.03
Moleeane Ben Skosana,Frontiers,103 425.88 Units,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/940,Old Mutual,2011 2012 MI Full List,R227 955.83
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,Shakes Cele Properties (Pty) Ltd,2010Disclosure,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,MNT Group Ltd [Ashonge],2010Disclosure,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,MTN Ashonge,Ethics Full Report 2012,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,SCP Development (Pty) Ltd,Ethics Full Report 2012,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,MTN Ashonge,Ethics Full Report 2013,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,SCP Dev. (Pty) Ltd,Ethics Full Report 2013,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,MTN [Ashonge],2011 2012 MI Full List,
Mosie Antony Cele,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575,SCP Development (Pty) Ltd,2011 2012 MI Full List,
Mosiuoa Gerard Patrick Lekota,Unit Trusts,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Old Mutual,2010Disclosure,"+-R20,000"
Mosiuoa Gerard Patrick Lekota,Shares,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,HBM Investment,2010Disclosure,"+-R400,000"
Mosiuoa Gerard Patrick Lekota,Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Trade First,2010Disclosure,"+-R300,000"
Mosiuoa Gerard Patrick Lekota,Unit Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Old Mutual,Ethics Full Report 2012,R20 000
Mosiuoa Gerard Patrick Lekota,Shares,+-90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,HBM Investment,Ethics Full Report 2012,+-R400 000
Mosiuoa Gerard Patrick Lekota,Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Trade First,Ethics Full Report 2012,R300 000
Mosiuoa Gerard Patrick Lekota,Family Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Mosiuoa Lekota Family Trust,Ethics Full Report 2012,
Mosiuoa Gerard Patrick Lekota,Unit Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Old Mutual,Ethics Full Report 2013,R3 000
Mosiuoa Gerard Patrick Lekota,Shares,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,HBM Investment,Ethics Full Report 2013,R400 000
Mosiuoa Gerard Patrick Lekota,Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Trade First,Ethics Full Report 2013,
Mosiuoa Gerard Patrick Lekota,Unit Trusts,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Old Mutual,2011 2012 MI Full List,R20 000
Mosiuoa Gerard Patrick Lekota,Shares,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,HBM Investment,2011 2012 MI Full List,R400 000
Mosiuoa Gerard Patrick Lekota,Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695,Trade First,2011 2012 MI Full List,-R300 000
Mpane Martha Mohorosi,Shares,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/802,Phuthuma Nathi,Ethics Full Report 2013,R5 000
Mpane Martha Mohorosi,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/802,Phuthuma Nathi,Ethics Full Report 2012,R5 000.00
Mpowele Mexan Swathe,N,50,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/965,Phuthuma Nathi MultiChoice,2010Disclosure,R1000
Mpowele Mexan Swathe,Normal,50,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/965,Phuthuma Nathi [Multi Choice],Ethics Full Report 2012,R1 000
Mpowele Mexan Swathe,Normal,50,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/965,Phuthuma Nathi [Multi Choice],Ethics Full Report 2013,R1 000
Mpowele Mexan Swathe,,50,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/965,Phuthuma Nathi Multi-Choice,2011 2012 MI Full List,R1 000
M S Shilowa,Wines,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926,Global Trading,2010Disclosure,30%
M S Shilowa,Property,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926,R27 (Pty) Ltd,2010Disclosure,
M S Shilowa,Property,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926,Solar Trading,2010Disclosure,
M S Shilowa,Property,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926,Prahlad Investments,2010Disclosure,
M S Shilowa,Family,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926,Fluxrub,2010Disclosure,
Mtikeni Patrick Sibande,Ordinary,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,2010Disclosure,R266.20
Mtikeni Patrick Sibande,Ordinary,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,2010Disclosure,R304.15
Mtikeni Patrick Sibande,Funeral Sc,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Metropolitan,2010Disclosure,R126
Mtikeni Patrick Sibande,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,Ethics Full Report 2012,R340.59
Mtikeni Patrick Sibande,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,Ethics Full Report 2012,R1 650.00
Mtikeni Patrick Sibande,Funeral,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Metropolitan,Ethics Full Report 2012,R50.00
Mtikeni Patrick Sibande,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,Ethics Full Report 2013,R359.32
Mtikeni Patrick Sibande,Funeral,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Metropolitan,Ethics Full Report 2013,R50
Mtikeni Patrick Sibande,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,Ethics Full Report 2013,R1 650
Mtikeni Patrick Sibande,Ordinary,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,2011 2012 MI Full List,R696.20
Mtikeni Patrick Sibande,Ordinary,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Sanlam,2011 2012 MI Full List,R319
Mtikeni Patrick Sibande,Funeral,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1066,Metropolitan,2011 2012 MI Full List,R250
Mudene Smuts,Ordinary,"21,547",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Wereld,2010Disclosure,"R54,139"
Mudene Smuts,,171,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Stanlib Equity,2010Disclosure,"R19,510"
Mudene Smuts,,274,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Investors,2010Disclosure,"R51,335"
Mudene Smuts,,1117,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Global Equity,2010Disclosure,"R6,625"
Mudene Smuts,,912,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Growth,2010Disclosure,"R14,533"
Mudene Smuts,,2268,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,OM Mining,2010Disclosure,"R141,355"
Mudene Smuts,,926,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Equity,2010Disclosure,"R158,283"
Mudene Smuts,,6368,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Stable,2010Disclosure,"R142,806"
Mudene Smuts,,124,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Anglo American PLC,2010Disclosure,R279.15
Mudene Smuts,,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,ABSA Group Limited,2010Disclosure,R133.80
Mudene Smuts,,348,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,British American Tobacco PLC,2010Disclosure,R260.25
Mudene Smuts,,1280,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Compagnie Financiere Richemont SA,2010Disclosure,R26.30
Mudene Smuts,,227,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Firstrand Limited,2010Disclosure,R18.55
Mudene Smuts,,13,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi Limited,2010Disclosure,R45.09
Mudene Smuts,,33,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi PLC,2010Disclosure,R44.20
Mudene Smuts,,221,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,MTN Group Limited,2010Disclosure,R113.99
Mudene Smuts,,116,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Naspers Beperk-N Ord Shares,2010Disclosure,R292.50
Mudene Smuts,,1598,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Reinet Investments S.C.A.,2010Disclosure,R11.84
Mudene Smuts,,600,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Remgro Limited,2010Disclosure,R91.00
Mudene Smuts,,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Limited,2010Disclosure,R24.30
Mudene Smuts,,177,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Vodacom Group Limited,2010Disclosure,R54.50
Mudene Smuts,,929.05,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Equity Fund,Ethics Full Report 2012,R190 076.03 [Jan 2012]
Mudene Smuts,,6 368.52,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Stable Fund,Ethics Full Report 2012,R155 543.50 [Jan 2012]
Mudene Smuts,,171.13,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Stanlib Equity Fund,Ethics Full Report 2012,R27 208.52 [April 2012]
Mudene Smuts,,21 507,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Wereld Aandele,Ethics Full Report 2012,R59 121.54 [July 2012]
Mudene Smuts,,1 117.04,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Global Equity,Ethics Full Report 2012,R8 480.90 [29 Feb 2012]
Mudene Smuts,,59.96,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Investors Fund,Ethics Full Report 2012,R14 236.37 [29 Feb 2012]
Mudene Smuts,,912.05,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Growth Fund,Ethics Full Report 2012,R18 638.20 [29 Feb 2012]
Mudene Smuts,,374.26,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Mining,Ethics Full Report 2012,R27 010.83 [29 Feb 2012]
Mudene Smuts,,124,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Anglo American PLC,Ethics Full Report 2012,R235.75
Mudene Smuts,,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,ABSA Group Limited,Ethics Full Report 2012,R142.25
Mudene Smuts,,348,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,British American Tobacco PLC,Ethics Full Report 2012,R445.96
Mudene Smuts,,1280,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Compagnie Financiere Richemont SA,Ethics Full Report 2012,R52.00
Mudene Smuts,,227,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Firstrand Limited,Ethics Full Report 2012,R27.45
Mudene Smuts,,31,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Impala Platinum Holdings Ltd,Ethics Full Report 2012,R133.00
Mudene Smuts,,10,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi Limited,Ethics Full Report 2012,R75.10
Mudene Smuts,,33,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi PLC,Ethics Full Report 2012,R74.77
Mudene Smuts,,221,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,MTN Group Limited,Ethics Full Report 2012,R157.00
Mudene Smuts,,116,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Naspers Beperk Ord. Shares,Ethics Full Report 2012,R489.00
Mudene Smuts,,1 598,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Reinet Investments S.CA,Ethics Full Report 2012,R15.45
Mudene Smuts,,600,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Remgro Limited,Ethics Full Report 2012,R143.90
Mudene Smuts,,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Limited,Ethics Full Report 2012,R36.98
Mudene Smuts,,35,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Trans Hex Group Limited,Ethics Full Report 2012,R3.13
Mudene Smuts,,177,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Vodacom Group Limited,Ethics Full Report 2012,R106.98
Mudene Smuts,,931.87,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Equity Fund,Ethics Full Report 2013,R230 325.40 [June 2013]
Mudene Smuts,,6 368.52,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Stable Fund,Ethics Full Report 2013,R174 802.54 [June 2013]
Mudene Smuts,,171.13,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Stanlib Equity Fund,Ethics Full Report 2013,R34 153.73 [July 2013]
Mudene Smuts,,21 547.32,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Wereld Aandele,Ethics Full Report 2013,R75 021.30 [Feb. 2013]
Mudene Smuts,,912,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Growth,Ethics Full Report 2013,R20 211.03 [Feb. 2013]
Mudene Smuts,,59,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Investors,Ethics Full Report 2013,R1 6007.04
Mudene Smuts,,1.117,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Global Equity,Ethics Full Report 2013,R11 400.62
Mudene Smuts,,168,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual Mining,Ethics Full Report 2013,R11 190.68
Mudene Smuts,,124,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Anglo American PLC,Ethics Full Report 2013,R260.30
Mudene Smuts,,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,ABSA Group Limited,Ethics Full Report 2013,R162.50
Mudene Smuts,,1 280,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Compagnie Financiere Richemont SA,Ethics Full Report 2013,R71.95
Mudene Smuts,,227,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Firstrand Limited,Ethics Full Report 2013,R30.85
Mudene Smuts,,31,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Impala Platinum Holdings Ltd,Ethics Full Report 2013,R139.00
Mudene Smuts,,10,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi Limited,Ethics Full Report 2013,R114.40
Mudene Smuts,,33,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi PLC,Ethics Full Report 2013,R114.30
Mudene Smuts,,221,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,MTN Group Limited,Ethics Full Report 2013,R175.59
Mudene Smuts,,116,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Naspers Beperk-N Ord Shares,Ethics Full Report 2013,R582.82
Mudene Smuts,,1 598,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Reinet Investments SCA,Ethics Full Report 2013,R17.00
Mudene Smuts,,600,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Remgro Limited,Ethics Full Report 2013,R170.00
Mudene Smuts,,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Limited,Ethics Full Report 2013,R45.28
Mudene Smuts,,35,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Trans Hex Group Limited,Ethics Full Report 2013,R3.12
Mudene Smuts,,177,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Vodacom Group Limited,Ethics Full Report 2013,R119.15
Mudene Smuts,,348,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,British American Tobacco PLC,Ethics Full Report 2013,R465.09
Mudene Smuts,,124,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Anglo American PLC,2011 2012 MI Full List,R377.00
Mudene Smuts,,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,ABSA Group Ltd,2011 2012 MI Full List,R129.75
Mudene Smuts,,348,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,PLC,2011 2012 MI Full List,R280.06
Mudene Smuts,,1280,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Richemont SA,2011 2012 MI Full List,R39.85
Mudene Smuts,,227,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Firstrand Limited,2011 2012 MI Full List,R19.59
Mudene Smuts,,38,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,MMI Holdings Ltd,2011 2012 MI Full List,R16.26
Mudene Smuts,,13,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi Limited,2011 2012 MI Full List,R62.00
Mudene Smuts,,33,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Mondi PLC,2011 2012 MI Full List,R62.48
Mudene Smuts,,221,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,MTN Group Limited,2011 2012 MI Full List,R122.90
Mudene Smuts,,116,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Shares,2011 2012 MI Full List,R399.95
Mudene Smuts,,1598,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Reinet Investments S.C.A,2011 2012 MI Full List,R11.70
Mudene Smuts,,600,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Remgro Limited,2011 2012 MI Full List,R111.95
Mudene Smuts,,90,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Sanlam Limited,2011 2012 MI Full List,R27.05
Mudene Smuts,,35,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Trans Hex Group Limited,2011 2012 MI Full List,R2.61
Mudene Smuts,,177,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Vodacom Group Limited,2011 2012 MI Full List,R74.90
Mudene Smuts,,926.69,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Equity Fund,2011 2012 MI Full List,R179 401.95
Mudene Smuts,,6 368.02,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Allan Gray Stable Fund,2011 2012 MI Full List,R143 754.73
Mudene Smuts,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Stanlib Equity Fund,2011 2012 MI Full List,R23 137.89
Mudene Smuts,Units,21 507,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Aandelefonds,2011 2012 MI Full List,R58 656.11
Mudene Smuts,Investors,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual,2011 2012 MI Full List,R13 240.61
Mudene Smuts,Equity,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual,2011 2012 MI Full List,R7 701.32
Mudene Smuts,Growth,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual,2011 2012 MI Full List,R17 595.91
Mudene Smuts,Mining Resources,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945,Old Mutual,2011 2012 MI Full List,R69 437
Mwelo Nonkonyana,-,-,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Old Mutual,2010Disclosure,-
Mwelo Nonkonyana,-,-,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Metropolitan,2010Disclosure,-
Mwelo Nonkonyana,-,-,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Prosperity,2010Disclosure,-
Mwelo Nonkonyana,-,-,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Batu Batho,2010Disclosure,-
Mwelo Nonkonyana,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Sanlam,Ethics Full Report 2012,R5 000
Mwelo Nonkonyana,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Sasol,Ethics Full Report 2012,R5 000
Mwelo Nonkonyana,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Prosperity,Ethics Full Report 2012,R10 000
Mwelo Nonkonyana,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863,Bathu Batho,Ethics Full Report 2012,R20 000
