report,company_type,person_name,company_name,source_url
2010Disclosure,,S Shiceka,Skylight Investment No. 2,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2010Disclosure,,S Shiceka,Lamor Import/Export,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2010Disclosure,,S Shiceka,2010 Fifa World Cup Organising Committee,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2010Disclosure,,S Shiceka,Bruemoon Light Properties,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2010Disclosure,,S Shiceka,Bornfree Investment Business Venture,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2010Disclosure,,S Shiceka,Fourways Garden Laundry,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2011 2012 MI Full List,Construction,S Shiceka,Reogetswe,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2011 2012 MI Full List,Construction,S Shiceka,Pekwa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2011 2012 MI Full List,Oil,S Shiceka,Skylight [Drake Oil],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2011 2012 MI Full List,"Property, Biofuels, JCT",S Shiceka,Isabelo Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/925
2010Disclosure,General trading,Stanley Zoyisile Ntapane,Distant Star Trading 447CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2010Disclosure,Selling stationery and books,Stanley Zoyisile Ntapane,Central Bookshop,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2010Disclosure,"Travel bookings, accommodation and tours",Stanley Zoyisile Ntapane,Sese Travel Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2010Disclosure,General trading,Stanley Zoyisile Ntapane,SEE Beyond Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2012,General Trading,Stanley Zoyisile Ntapane,Distant Star Trading 447CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2012,Selling stationery,Stanley Zoyisile Ntapane,Central Bookshop,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2012,General Trading,Stanley Zoyisile Ntapane,See Beyond Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2012,Travel bookings and accommodation,Stanley Zoyisile Ntapane,Sex Travel Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2013,General trading,Stanley Zoyisile Ntapane,Distant Star Trading 447 CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2013,Selling stationery and books,Stanley Zoyisile Ntapane,Central Bookshop,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2013,General trading,Stanley Zoyisile Ntapane,See Beyond Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2013,Travel bookings and accommodation,Stanley Zoyisile Ntapane,Sese Travel Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
Ethics Full Report 2013,General trading,Stanley Zoyisile Ntapane,Pilinta,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2011 2012 MI Full List,General trading,Stanley Zoyisile Ntapane,Distant Star Trading 447CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2011 2012 MI Full List,Selling stationery and books,Stanley Zoyisile Ntapane,Central Bookshop,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2011 2012 MI Full List,General trading,Stanley Zoyisile Ntapane,SEE Beyond Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2011 2012 MI Full List,"Travel bookings, accommodation",Stanley Zoyisile Ntapane,SESE Travel Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866
2010Disclosure,-,Stella Tembisa Ndabeni,Sisonke Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2010Disclosure,CC,Stella Tembisa Ndabeni,The Business Zone 2156,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2010Disclosure,CC,Stella Tembisa Ndabeni,CRS Alliance Trading Enterprise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2010Disclosure,CC,Stella Tembisa Ndabeni,Silver solutions 1966,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2010Disclosure,CC,Stella Tembisa Ndabeni,Umntla Training and Development,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2010Disclosure,-,Stella Tembisa Ndabeni,KED Builders,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2012,CC,Stella Tembisa Ndabeni,The Business Zone 2156,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2012,CC,Stella Tembisa Ndabeni,CSR Alliance Trading Enterprise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2012,CC,Stella Tembisa Ndabeni,Silver Solution 1966,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2012,CC,Stella Tembisa Ndabeni,Umntla Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2013,CC,Stella Tembisa Ndabeni,The Business Zone 2156,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2013,CC,Stella Tembisa Ndabeni,CSR Alliance Trading Enterprise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2013,CC,Stella Tembisa Ndabeni,Silver Solution,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2013,CC,Stella Tembisa Ndabeni,Umntla Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2013,Telecommunications,Stella Tembisa Ndabeni,Vadacom 67 Units,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
Ethics Full Report 2013,Telecommunications,Stella Tembisa Ndabeni,MTN 100 Units,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2011 2012 MI Full List,,Stella Tembisa Ndabeni,Sisonke Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2011 2012 MI Full List,CC,Stella Tembisa Ndabeni,The Business Zone 2156,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2011 2012 MI Full List,CC,Stella Tembisa Ndabeni,CRS Alliance Trading Enterprise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2011 2012 MI Full List,CC,Stella Tembisa Ndabeni,Silver Solutions 1966,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2011 2012 MI Full List,CC,Stella Tembisa Ndabeni,Umntla Training,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2011 2012 MI Full List,,Stella Tembisa Ndabeni,KED Builders,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/839
2010Disclosure,Not Active,Stevens Mokgalapa,Trevenna Lesole Development,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/803
2010Disclosure,Fifa 2010 Football World Cup,Susan Comber Van der Merwe,Fifa 2010 Local Organising Committee [Alternate Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/994
Ethics Full Report 2013,,Susan Comber Van der Merwe,Sibanye Gold Ltd.[Non Executive Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/994
2010Disclosure,,Susan Shabangu,Fifa 2010 LOC [Board of Directors],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/924
2010Disclosure,-,Sussana Rebecca Tsebe,Uyanda Holding Inv.,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976
2010Disclosure,-,Sussana Rebecca Tsebe,Blue Disa Trading 100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976
2010Disclosure,All purpose [Dormant],Sussana Rebecca Tsebe,Khuphe CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976
2011 2012 MI Full List,All purpose [Dormant],Sussana Rebecca Tsebe,Khuphe CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976
2010Disclosure,General,Swaphi Hendrick Plaatjie,Operandi Trading and projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
2010Disclosure,Dormant,Swaphi Hendrick Plaatjie,Metsi Goroga Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
Ethics Full Report 2012,[Dormant],Swaphi Hendrick Plaatjie,Operandi Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
Ethics Full Report 2012,[Dormant],Swaphi Hendrick Plaatjie,Metsi Goraga Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
Ethics Full Report 2012,Not operational,Swaphi Hendrick Plaatjie,Ponatshego Funeral Parlour,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
Ethics Full Report 2013,[Dormant],Swaphi Hendrick Plaatjie,Metsi Gogora Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
Ethics Full Report 2013,[Dormant],Swaphi Hendrick Plaatjie,Operandi Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
Ethics Full Report 2013,Not Active,Swaphi Hendrick Plaatjie,Ponatshego Funeral Parlour,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
2011 2012 MI Full List,General,Swaphi Hendrick Plaatjie,Operandi Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
2011 2012 MI Full List,Dormant,Swaphi Hendrick Plaatjie,Metsi Goroga Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
2011 2012 MI Full List,Not Operational,Swaphi Hendrick Plaatjie,Ponatshego funeral Parlour,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062
2010Disclosure,Closed Corporation,Teboho Edwin Chaane,HAE Technologies and Stationery Suppliers,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023
2011 2012 MI Full List,Dormant,Teboho Edwin Chaane,HAE Technologies,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023
2010Disclosure,Owns mineral rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Base metals,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Owns mineral rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Coal,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Holds diamond rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Diamonds,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Gas [CBM] rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Energy Resources,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Any business,Thabadiawa Alfred Mufamadi,Vibrant Veterans Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Commercial Properties,Thabadiawa Alfred Mufamadi,Manaka property Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Vibrant Veterans Industries,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Vibrant Veterans Platinum,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Holding Co. for mineral rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Minerals Resources,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Vibrant Veterans Mining Exploration,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Vibrant Veterans Safety and Security,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Vibrant Veterans Power,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Lehotsa Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Mining supply,Thabadiawa Alfred Mufamadi,Lehotsa Investments Co.,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant,Thabadiawa Alfred Mufamadi,Lehotsa Mining Resources,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Property Investments,Thabadiawa Alfred Mufamadi,Mashau Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Active in resources,Thabadiawa Alfred Mufamadi,Blue Beacon Investments 151,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Game Lodge [Private],Thabadiawa Alfred Mufamadi,Greeen Mile Investments 63 CC t/a Mmaluba,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant [No knowledge of this entity],Thabadiawa Alfred Mufamadi,Picture Perfect Trading 111,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant [Deregistration process],Thabadiawa Alfred Mufamadi,Utafutaji Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Dormant [Deregistration process],Thabadiawa Alfred Mufamadi,Lehotsa Logiproc Projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Autobody Repair - Merc panel repair shop,Thabadiawa Alfred Mufamadi,Life Wise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Mineral Rights Holder,Thabadiawa Alfred Mufamadi,Vibrant Veterans Strategic Minerals,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2010Disclosure,Security Industry [Defence],Thabadiawa Alfred Mufamadi,SAAB Grintek Defence,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. - Mineral rights holder,Thabadiawa Alfred Mufamadi,Vibrant Veterans Minerals Resources [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. [Exploration right holder],Thabadiawa Alfred Mufamadi,Vibrant Veterans Energy Resources [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. - Defence &amp; Securities,Thabadiawa Alfred Mufamadi,Imbani Amandaba,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,CC,Thabadiawa Alfred Mufamadi,Mashau Investments [Member],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. [Right holder],Thabadiawa Alfred Mufamadi,Vibrant Veterans Base Metals [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. [Right holder - Coal],Thabadiawa Alfred Mufamadi,Vibrant Veterans Coal [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. [Right holder - Diamonds],Thabadiawa Alfred Mufamadi,Vibrant Veterans Diamonds,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co.,Thabadiawa Alfred Mufamadi,Vibrant Veterans Investment [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co.,Thabadiawa Alfred Mufamadi,Blue Beacon Investments 151,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,CC,Thabadiawa Alfred Mufamadi,Green Mile Investments 63,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co. [Dormant],Thabadiawa Alfred Mufamadi,Lehotsa Holdings [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co.,Thabadiawa Alfred Mufamadi,Lehotsa Investment [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co.,Thabadiawa Alfred Mufamadi,Manaka Property Investments [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,Private Co.,Thabadiawa Alfred Mufamadi,Tshipise Energy [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,CC,Thabadiawa Alfred Mufamadi,Life Wise [Member],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2012,private Co [Mineral right holder],Thabadiawa Alfred Mufamadi,Vibrant Veterans Platinum [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Mineral Resources,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Energy,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Coal,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Property,Thabadiawa Alfred Mufamadi,Mashu Investments CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Platinum,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mineral Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Base Metals,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Power Systems,Thabadiawa Alfred Mufamadi,Vibrant Veterans Power,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Diamond,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Power Transmission Systems,Thabadiawa Alfred Mufamadi,Bonfiglioli South Afirca,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining Rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Base Metals,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Investments,Thabadiawa Alfred Mufamadi,Vibrant Veterans Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Mining rights,Thabadiawa Alfred Mufamadi,Vibrant Veterans Strategic Minerals,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Property,Thabadiawa Alfred Mufamadi,Mashau Investments CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Autobody Repairs,Thabadiawa Alfred Mufamadi,Life Wise CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Investments,Thabadiawa Alfred Mufamadi,Blue Beacon Inv. 55,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Energy Rights,Thabadiawa Alfred Mufamadi,Tshipise Energy,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Property Investments,Thabadiawa Alfred Mufamadi,Manaka Properties,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Investments,Thabadiawa Alfred Mufamadi,ThaMuf (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co.,Thabadiawa Alfred Mufamadi,holder],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co.,Thabadiawa Alfred Mufamadi,Holder],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co.,Thabadiawa Alfred Mufamadi,Vibrant Veterans Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,CC,Thabadiawa Alfred Mufamadi,[Member],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co. [Dormant],Thabadiawa Alfred Mufamadi,Lehotsa Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co.,Thabadiawa Alfred Mufamadi,Lehotsa Investment [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co.,Thabadiawa Alfred Mufamadi,Imbani Amandaba,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co.,Thabadiawa Alfred Mufamadi,Manaka Property Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private co.,Thabadiawa Alfred Mufamadi,Tshipise energy,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,CC,Thabadiawa Alfred Mufamadi,Life Wise [Member],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Defence Industry,Thabadiawa Alfred Mufamadi,SAAB- Grintek - Defence,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Commercial properties,Thabadiawa Alfred Mufamadi,Manaka Properties,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,CC - Residential and commercial properties,Thabadiawa Alfred Mufamadi,Mashau Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co. (Pty),Thabadiawa Alfred Mufamadi,Resources [Mineral Right Holder],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private co. (Pty),Thabadiawa Alfred Mufamadi,Blue Beacon Investmetns 151,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co. [Dormant],Thabadiawa Alfred Mufamadi,[Right Holder],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private co. [Dormant],Thabadiawa Alfred Mufamadi,Holder],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
2011 2012 MI Full List,Private Co. [Dormant],Thabadiawa Alfred Mufamadi,[Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832
Ethics Full Report 2013,Owns a piece of industrial land in Polokwane,Thabo Lucas Makunyane,Hentiq,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1044
Ethics Full Report 2013,Oqns commercial land in Polokwane and runs a brick manufacturing plant [Hardcore Brick and Pave],Thabo Lucas Makunyane,Akirfa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1044
Ethics Full Report 2012,Owns a piece of industrial land in Polokwane,Thabo Lucas Makunyane,Nentiq,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1044
Ethics Full Report 2012,Owns commercial land in Polokwane - also bricks manufacturer,Thabo Lucas Makunyane,Akirfa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1044
2011 2012 MI Full List,Training Council,Thandile Babalwa Sunduza,Care Institute (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/961
2010Disclosure,Redundant,Thapelo Dorothy Chiloane,Thekgo Catering Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
2010Disclosure,Redundant,Thapelo Dorothy Chiloane,Zenzele General Co.,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
Ethics Full Report 2012,Transport,Thapelo Dorothy Chiloane,Bhombobo Transport Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
Ethics Full Report 2012,[Redundant CC],Thapelo Dorothy Chiloane,Zenzele Construction CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
Ethics Full Report 2013,[Redundant],Thapelo Dorothy Chiloane,Thekgo Catering Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
Ethics Full Report 2013,[Redundant],Thapelo Dorothy Chiloane,Bhombo's Transport Service,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
2011 2012 MI Full List,Redundant,Thapelo Dorothy Chiloane,Zenlele Catering,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580
